"Shape Area","Type","Households","Quality Flags","name","GeoUID","CSD_UID","Population","CT_UID","Dwellings","CD_UID","CMA_UID","Region Name","Area (sq km)","v_CA21_10: Total - Age","v_CA21_9: Total - Age","v_CA21_8: Total - Age","v_CA21_601: Income statistics in 2020 for the population aged 15 years and over in private households","v_CA21_646: Composition of total income in 2020 of the population aged 15 years and over in private households","v_CA21_645: Composition of total income in 2020 of the population aged 15 years and over in private households","v_CA21_600: Income statistics in 2020 for the population aged 15 years and over in private households","v_CA21_4873: Total - Visible minority for the population in private households","v_CA21_4874: Total - Visible minority for the population in private households","v_CA21_4918: Total - Ethnic or cultural origin for the population in private households","v_CA21_4919: Total - Ethnic or cultural origin for the population in private households","v_CA21_5800: Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households","v_CA21_5801: Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households","v_CA21_5809: Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households","v_CA21_5810: Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households","v_CA21_5818: Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households","v_CA21_5819: Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households","Longitude","Latitude"
0.6425,"DA",187,"0","35250692","35250692","3525005",506,"5370067.00",198,"3525","35537","35250692",0.6425,230,275,505,235,100,100,270,350,285,355,280,270,235,185,155,270,235,-79.8386912841432,43.2640358739823
0.1971,"DA",183,"0","35250693","35250693","3525005",428,"5370061.00",218,"3525","35537","35250693",0.1971,200,230,430,125,100,100,165,220,165,215,165,165,125,120,80,165,125,-79.8415880871636,43.2596326250012
0.0888,"DA",190,"0","35250694","35250694","3525005",414,"5370061.00",213,"3525","35537","35250694",0.0888,190,225,415,205,100,100,195,220,240,225,240,190,205,140,130,195,205,-79.8419226667817,43.2573693210655
0.0239,"DA",204,"0","35250695","35250695","3525005",676,"5370061.00",213,"3525","35537","35250695",0.0239,335,345,675,195,100,100,270,385,295,385,300,270,195,185,115,270,195,-79.8430522327202,43.2561414202019
0.0926,"DA",176,"0","35250696","35250696","3525005",447,"5370061.00",206,"3525","35537","35250696",0.0926,200,245,450,135,100,100,220,265,160,265,155,215,135,165,100,220,135,-79.844748078626,43.2563004985744
0.0616,"DA",229,"0","35250700","35250700","3525005",496,"5370052.00",262,"3525","35537","35250700",0.0616,240,260,495,235,100,100,235,270,255,265,250,235,235,150,180,235,235,-79.8368621456712,43.2516194316621
0.057,"DA",216,"0","35250701","35250701","3525005",561,"5370060.00",228,"3525","35537","35250701",0.057,280,280,560,235,100,100,215,290,310,285,310,215,235,150,155,215,235,-79.8357245772933,43.2536774986144
0.0521,"DA",189,"0","35250702","35250702","3525005",504,"5370060.00",196,"3525","35537","35250702",0.0521,245,255,505,235,100,100,235,290,285,290,280,235,235,170,140,235,230,-79.8331063870482,43.2534076177211
0.1034,"DA",209,"0","35250703","35250703","3525005",496,"5370060.00",237,"3525","35537","35250703",0.1034,240,255,495,175,100,100,210,245,205,250,205,210,180,160,125,210,175,-79.8343391864043,43.2560077545748
0.2849,"DA",233,"0","35250704","35250704","3525005",622,"5370060.00",247,"3525","35537","35250704",0.2849,295,325,620,195,100,100,225,295,280,300,280,225,195,175,150,225,200,-79.829567436491,43.2564580649242
0.1721,"DA",209,"0","35250705","35250705","3525005",508,"5370060.00",224,"3525","35537","35250705",0.1721,265,245,510,240,100,100,225,280,290,280,290,230,240,145,195,225,240,-79.8296809974132,43.2525318562351
0.0735,"DA",186,"0","35250706","35250706","3525005",470,"5370059.00",209,"3525","35537","35250706",0.0735,240,230,470,180,100,100,175,210,235,205,235,180,180,125,130,175,185,-79.8252619131692,43.2523245220457
0.0551,"DA",168,"0","35250707","35250707","3525005",422,"5370059.00",182,"3525","35537","35250707",0.0551,220,200,420,225,100,100,170,205,270,210,270,170,225,120,160,170,225,-79.8255275630885,43.2504266108612
0.3119,"DA",277,"0","35250708","35250708","3525005",661,"5370059.00",310,"3525","35537","35250708",0.3119,315,345,660,250,100,100,230,295,320,300,320,230,250,155,135,235,250,-79.8222910389387,43.2533930795444
0.0732,"DA",198,"0","35250709","35250709","3525005",493,"5370053.00",220,"3525","35537","35250709",0.0732,250,250,495,215,100,100,220,260,255,265,255,220,215,150,160,215,215,-79.8263900493912,43.2481282311627
0.0622,"DA",186,"0","35250710","35250710","3525005",461,"5370053.00",198,"3525","35537","35250710",0.0622,230,230,460,190,100,100,225,265,245,265,245,220,190,170,110,225,190,-79.8224731840178,43.2479057687701
0.0525,"DA",145,"0","35250711","35250711","3525005",365,"5370053.00",153,"3525","35537","35250711",0.0525,180,185,365,150,100,100,125,155,170,150,170,125,150,90,105,125,155,-79.8222544854586,43.2461311526609
0.0666,"DA",155,"0","35250712","35250712","3525005",391,"5370053.00",164,"3525","35537","35250712",0.0666,205,190,390,175,100,100,155,175,205,175,205,155,175,95,120,155,170,-79.8194373126534,43.2461823790416
0.0907,"DA",169,"0","35250713","35250713","3525005",409,"5370053.00",191,"3525","35537","35250713",0.0907,210,200,405,140,100,100,195,225,160,225,155,200,140,145,105,200,140,-79.8219003164882,43.2440753505011
0.0672,"DA",232,"0","35250714","35250714","3525005",501,"5370053.00",294,"3525","35537","35250714",0.0672,250,250,500,195,100,100,195,230,220,230,215,195,190,160,160,195,195,-79.8250457421223,43.245726724277
0.0845,"DA",203,"0","35250715","35250715","3525005",450,"5370053.00",245,"3525","35537","35250715",0.0845,210,245,455,195,100,100,225,235,220,235,220,225,195,160,125,220,190,-79.8279837603244,43.2462339106471
0.0697,"DA",263,"0","35250716","35250716","3525005",611,"5370052.00",288,"3525","35537","35250716",0.0697,285,320,610,235,100,100,260,315,290,315,290,260,235,225,180,255,230,-79.8304309516265,43.2467772435353
0.1151,"DA",230,"0","35250717","35250717","3525005",525,"5370052.00",268,"3525","35537","35250717",0.1151,250,275,525,220,100,100,260,300,240,305,235,265,220,190,155,260,220,-79.8309207066271,43.2492518219904
0.061,"DA",196,"0","35250718","35250718","3525005",411,"5370052.00",222,"3525","35537","35250718",0.061,195,215,410,180,100,100,175,225,210,225,205,175,180,125,150,180,180,-79.8335463412453,43.2472804106953
0.0572,"DA",225,"0","35250719","35250719","3525005",466,"5370052.00",252,"3525","35537","35250719",0.0572,210,260,465,180,100,100,225,235,200,240,200,225,180,170,135,225,180,-79.8359885515119,43.2479195021532
0.0762,"DA",297,"0","35250720","35250720","3525005",639,"5370052.00",318,"3525","35537","35250720",0.0762,310,330,635,235,100,100,250,300,275,300,275,250,235,180,170,250,240,-79.8377380207578,43.2489894845703
0.0847,"DA",304,"0","35250721","35250721","3525005",733,"5370052.00",334,"3525","35537","35250721",0.0847,330,405,730,250,100,100,270,325,285,325,290,270,250,190,195,265,245,-79.8341439474375,43.25070701171
0.099,"DA",223,"0","35250724","35250724","3525005",498,"5370033.00",247,"3525","35537","35250724",0.099,235,265,500,175,100,100,240,260,200,255,200,240,175,185,95,235,175,-79.8428609588492,43.2473824520394
0.0794,"DA",168,"0","35250725","35250725","3525005",459,"5370033.00",185,"3525","35537","35250725",0.0794,215,240,460,160,100,100,185,230,200,225,200,185,160,140,120,180,165,-79.843075659919,43.2451629840648
0.1115,"DA",262,"0","35250726","35250726","3525005",611,"5370032.00",291,"3525","35537","35250726",0.1115,310,295,615,220,100,100,235,275,270,275,275,235,225,175,160,235,220,-79.8395086632826,43.2452109845387
0.0902,"DA",100,"0","35250727","35250727","3525005",250,"5370032.00",110,"3525","35537","35250727",0.0902,120,130,250,95,NA,NA,105,120,95,125,95,105,90,55,70,110,95,-79.8369483684456,43.2449042163542
0.0663,"DA",225,"0","35250728","35250728","3525005",513,"5370032.00",237,"3525","35537","35250728",0.0663,250,260,515,215,100,100,215,305,260,300,260,220,215,160,165,220,215,-79.8353007800399,43.2432818533858
0.0761,"DA",213,"0","35250729","35250729","3525005",428,"5370032.00",239,"3525","35537","35250729",0.0761,225,205,425,205,100,100,170,195,235,195,235,170,205,115,150,170,205,-79.8326337299434,43.2448781321919
0.0671,"DA",401,"0","35250730","35250730","3525005",738,"5370032.00",421,"3525","35537","35250730",0.0671,400,335,740,385,100,100,260,330,430,330,435,265,380,130,195,260,380,-79.832372776391,43.2426169634343
0.3332,"DA",301,"0","35250731","35250731","3525005",611,"5370032.00",312,"3525","35537","35250731",0.3332,350,265,610,275,100,100,175,250,380,250,375,175,270,140,220,175,275,-79.8371275880384,43.2406228132424
0.4043,"DA",166,"0","35250732","35250732","3525005",414,"5370031.00",168,"3525","35537","35250732",0.4043,200,210,410,190,100,100,210,255,235,250,235,210,190,135,140,210,190,-79.8277258735499,43.241274002727
0.1032,"DA",232,"0","35250733","35250733","3525005",609,"5370031.00",241,"3525","35537","35250733",0.1032,330,280,605,290,100,100,255,315,365,315,365,260,290,170,170,255,285,-79.8238625097058,43.2392336079173
0.0889,"DA",254,"0","35250734","35250734","3525005",540,"5370031.00",278,"3525","35537","35250734",0.0889,280,260,545,270,100,100,190,215,290,215,290,190,265,145,190,185,270,-79.8216451231054,43.2407128053228
0.1062,"DA",195,"0","35250735","35250735","3525005",499,"5370030.00",197,"3525","35537","35250735",0.1062,235,265,500,170,100,100,195,230,175,235,175,195,170,130,125,195,170,-79.8192075144394,43.2390570588394
0.137,"DA",217,"0","35250736","35250736","3525005",510,"5370030.00",225,"3525","35537","35250736",0.137,270,240,510,195,100,100,215,240,255,240,260,220,195,170,140,220,200,-79.816467841268,43.2405706818058
0.1033,"DA",183,"0","35250737","35250737","3525005",475,"5370030.00",185,"3525","35537","35250737",0.1033,250,225,475,230,100,100,200,255,275,255,275,200,230,140,170,200,235,-79.8153638337747,43.2377785537652
0.1075,"DA",200,"0","35250738","35250738","3525005",513,"5370030.00",206,"3525","35537","35250738",0.1075,265,250,515,230,100,100,240,280,285,280,280,240,235,190,160,240,235,-79.8120179410154,43.238537826126
0.0973,"DA",231,"0","35250739","35250739","3525005",532,"5370029.00",240,"3525","35537","35250739",0.0973,260,270,535,210,100,100,220,260,245,260,245,220,215,150,130,225,215,-79.8103480688413,43.2364129583039
0.1188,"DA",273,"0","35250740","35250740","3525005",644,"5370029.00",287,"3525","35537","35250740",0.1188,365,280,645,275,100,100,265,315,310,315,310,265,280,185,200,265,275,-79.8076089734583,43.2384063818093
0.116,"DA",225,"0","35250741","35250741","3525005",499,"5370029.00",234,"3525","35537","35250741",0.116,240,260,500,230,100,100,235,265,255,265,255,235,230,195,175,235,225,-79.8078366813794,43.2348977914049
0.1819,"DA",214,"0","35250742","35250742","3525005",531,"5370029.00",217,"3525","35537","35250742",0.1819,280,250,535,220,100,100,225,250,255,250,255,225,220,170,150,225,225,-79.8033708436432,43.2364501894821
0.1099,"DA",190,"0","35250743","35250743","3525005",458,"5370028.00",194,"3525","35537","35250743",0.1099,225,230,460,200,100,100,215,240,240,240,240,215,200,140,135,215,205,-79.7995411075674,43.2340705338424
0.2855,"DA",299,"0","35250744","35250744","3525005",705,"5370056.00",312,"3525","35537","35250744",0.2855,350,350,705,340,100,100,290,325,385,320,390,290,345,175,220,290,340,-79.7962242240838,43.237207018969
0.1027,"DA",185,"0","35250745","35250745","3525005",421,"5370056.00",187,"3525","35537","35250745",0.1027,210,210,420,145,100,100,160,175,165,175,170,165,145,120,90,160,145,-79.7939003474146,43.2395266205343
0.0989,"DA",160,"0","35250746","35250746","3525005",353,"5370056.00",164,"3525","35537","35250746",0.0989,190,165,355,180,100,100,185,205,180,205,180,185,180,155,125,185,180,-79.7976388892096,43.241594044638
0.0775,"DA",181,"0","35250747","35250747","3525005",404,"5370056.00",185,"3525","35537","35250747",0.0775,190,215,405,175,100,100,145,165,230,170,230,145,180,110,135,145,175,-79.7951161816966,43.2441266295794
0.099,"DA",179,"0","35250748","35250748","3525005",421,"5370056.00",184,"3525","35537","35250748",0.099,195,225,420,175,100,100,195,235,190,235,190,195,175,155,120,195,175,-79.7932896498881,43.243441179104
0.1232,"DA",185,"0","35250749","35250749","3525005",465,"5370056.00",191,"3525","35537","35250749",0.1232,220,245,465,185,100,100,220,245,220,240,220,220,185,135,120,220,185,-79.7915113058012,43.2420850959167
0.3484,"DA",218,"0","35250750","35250750","3525005",491,"5370056.00",223,"3525","35537","35250750",0.3484,240,255,490,170,100,100,195,230,190,230,190,195,170,135,135,195,170,-79.792279564109,43.2469435686709
0.4537,"DA",183,"0","35250753","35250753","3525005",462,"5370070.00",186,"3525","35537","35250753",0.4537,225,240,460,215,100,100,200,230,230,230,230,200,215,135,135,200,220,-79.7806913767063,43.2491318515958
0.1129,"DA",184,"0","35250754","35250754","3525005",455,"5370070.00",188,"3525","35537","35250754",0.1129,225,225,455,200,100,100,205,245,240,245,240,205,195,150,125,210,200,-79.7788878823416,43.2525751157467
0.1014,"DA",186,"0","35250755","35250755","3525005",430,"5370070.00",194,"3525","35537","35250755",0.1014,220,210,430,185,100,100,170,205,195,200,200,170,185,130,155,170,185,-79.7772974935756,43.2553919585793
1.4907,"DA",186,"0","35250756","35250756","3525005",504,"5370070.00",191,"3525","35537","35250756",1.4907,235,270,505,215,100,100,220,255,230,255,230,220,215,155,145,220,215,-79.7749118897609,43.2560921884438
5.4513,"DA",197,"0","35250757","35250757","3525005",440,"5370069.00",211,"3525","35537","35250757",5.4513,220,225,445,205,100,100,195,245,240,245,235,195,205,160,135,195,205,-79.7975153760535,43.262604911648
0.087,"DA",173,"0","35250758","35250758","3525005",395,"5370069.00",178,"3525","35537","35250758",0.087,210,185,395,200,100,100,185,225,245,220,245,190,200,90,140,185,195,-79.805673808488,43.2546139204873
0.1262,"DA",215,"0","35250759","35250759","3525005",491,"5370057.00",224,"3525","35537","35250759",0.1262,230,260,490,210,100,100,230,295,245,295,240,230,210,165,150,230,210,-79.7993251341986,43.2501879967202
0.1046,"DA",202,"0","35250760","35250760","3525005",469,"5370057.00",213,"3525","35537","35250760",0.1046,245,225,470,195,100,100,175,210,260,210,265,175,200,140,135,175,200,-79.8031572533958,43.2499534203243
0.0889,"DA",211,"0","35250761","35250761","3525005",480,"5370057.00",218,"3525","35537","35250761",0.0889,250,230,480,205,100,100,210,235,225,240,225,210,200,160,125,210,205,-79.8001227138708,43.246903105036
0.0924,"DA",270,"0","35250762","35250762","3525005",550,"5370057.00",285,"3525","35537","35250762",0.0924,250,300,550,225,100,100,290,325,255,325,255,285,225,195,150,290,225,-79.7981710999267,43.2462442715554
0.0856,"DA",211,"0","35250763","35250763","3525005",488,"5370055.00",215,"3525","35537","35250763",0.0856,255,230,490,210,100,100,180,215,250,215,250,175,205,135,145,180,210,-79.8005359914018,43.2432574280829
0.0695,"DA",199,"0","35250764","35250764","3525005",490,"5370055.00",204,"3525","35537","35250764",0.0695,245,245,490,215,100,100,175,205,245,210,250,170,215,115,150,175,215,-79.8042648641692,43.2440436957647
0.082,"DA",214,"0","35250765","35250765","3525005",512,"5370057.00",225,"3525","35537","35250765",0.082,265,245,510,255,100,100,220,275,305,275,300,220,255,165,200,225,260,-79.8033500408281,43.2462852291822
0.1026,"DA",234,"0","35250766","35250766","3525005",520,"5370057.00",253,"3525","35537","35250766",0.1026,275,240,520,250,100,100,250,280,290,280,290,250,250,180,185,250,255,-79.8048998126429,43.2478439551433
0.0744,"DA",193,"0","35250767","35250767","3525005",460,"5370058.00",206,"3525","35537","35250767",0.0744,225,230,460,175,100,100,150,205,215,200,215,150,175,125,120,145,180,-79.8083420078691,43.2471903978401
0.0898,"DA",206,"0","35250768","35250768","3525005",492,"5370058.00",214,"3525","35537","35250768",0.0898,245,245,490,190,100,100,230,270,240,270,245,230,190,165,125,230,190,-79.8105940706377,43.2480192437155
0.07,"DA",204,"0","35250769","35250769","3525005",439,"5370058.00",211,"3525","35537","35250769",0.07,235,205,435,195,100,100,195,205,220,205,225,200,195,135,110,200,195,-79.8129650533283,43.2483831296032
0.3743,"DA",289,"0","35250770","35250770","3525005",668,"5370058.00",308,"3525","35537","35250770",0.3743,355,315,670,250,100,100,240,285,315,285,315,240,245,175,180,240,250,-79.8107065745472,43.2516818352495
0.0888,"DA",231,"0","35250771","35250771","3525005",486,"5370058.00",242,"3525","35537","35250771",0.0888,235,250,490,215,100,100,185,215,235,220,235,185,215,145,140,185,215,-79.8156335895236,43.2487734235904
0.0813,"DA",194,"0","35250772","35250772","3525005",493,"5370059.00",215,"3525","35537","35250772",0.0813,240,255,495,210,100,100,210,300,280,300,275,210,210,180,180,210,205,-79.8179857678689,43.2497159613454
0.0774,"DA",239,"0","35250773","35250773","3525005",574,"5370059.00",263,"3525","35537","35250773",0.0774,290,285,575,235,100,100,230,290,280,290,280,230,240,190,145,225,235,-79.8200042110613,43.2502255287267
0.1176,"DA",197,"0","35250774","35250774","3525005",442,"5370059.00",204,"3525","35537","35250774",0.1176,225,215,445,175,100,100,170,210,200,215,205,170,180,110,125,165,175,-79.817335049322,43.2534382946669
4.3261,"DA",221,"0","35250775","35250775","3525005",542,"5370068.00",240,"3525","35537","35250775",4.3261,265,270,540,210,100,100,200,225,280,225,275,205,210,135,130,200,210,-79.8185991308155,43.2708965829545
0.6248,"DA",177,"0","35250776","35250776","3525005",398,"5370068.00",194,"3525","35537","35250776",0.6248,180,220,400,130,100,100,150,175,145,170,150,150,125,120,100,145,130,-79.8282984296609,43.2611156060982
0.0831,"DA",229,"0","35250777","35250777","3525005",514,"5370054.00",265,"3525","35537","35250777",0.0831,265,245,515,195,100,100,180,200,225,200,230,180,195,145,150,180,200,-79.8168307590811,43.2451354753796
0.0769,"DA",185,"0","35250778","35250778","3525005",423,"5370054.00",188,"3525","35537","35250778",0.0769,215,210,420,170,100,100,160,190,195,185,195,160,175,135,125,155,170,-79.8142129055628,43.2459611565006
0.073,"DA",167,"0","35250779","35250779","3525005",384,"5370054.00",171,"3525","35537","35250779",0.073,190,195,385,175,100,100,155,200,220,200,220,150,175,120,145,150,180,-79.8127367535895,43.2439318033925
0.0818,"DA",194,"0","35250780","35250780","3525005",472,"5370054.00",207,"3525","35537","35250780",0.0818,240,235,470,180,100,100,235,285,230,280,230,235,180,145,140,235,185,-79.809847852713,43.2443287189087
0.0837,"DA",210,"0","35250781","35250781","3525005",438,"5370054.00",234,"3525","35537","35250781",0.0837,215,220,435,175,100,100,205,235,195,235,195,205,175,155,135,205,175,-79.8120755946268,43.2418168051584
0.0862,"DA",198,"0","35250782","35250782","3525005",439,"5370054.00",208,"3525","35537","35250782",0.0862,210,225,435,165,100,100,185,225,220,220,215,185,165,135,140,185,165,-79.8169320473032,43.242892410182
0.0925,"DA",244,"0","35250783","35250783","3525005",523,"5370055.00",255,"3525","35537","35250783",0.0925,255,265,525,190,100,100,205,265,215,260,215,205,190,150,145,210,190,-79.8068442578185,43.2406279090574
0.0938,"DA",205,"0","35250784","35250784","3525005",465,"5370055.00",211,"3525","35537","35250784",0.0938,230,235,465,175,100,100,235,265,235,265,240,235,180,180,150,235,180,-79.807162664757,43.2436667815836
0.0962,"DA",201,"0","35250785","35250785","3525005",497,"5370055.00",203,"3525","35537","35250785",0.0962,250,250,500,200,100,100,230,275,235,280,240,230,200,150,150,230,205,-79.8038959497016,43.2411762118139
0.1021,"DA",201,"0","35250786","35250786","3525005",526,"5370055.00",210,"3525","35537","35250786",0.1021,265,260,530,210,100,100,175,215,265,215,265,175,215,110,135,175,210,-79.8010681721434,43.2402136905241
1.1701,"DA",343,"0","35250787","35250787","3525005",788,"5370073.00",360,"3525","35537","35250787",1.1701,395,390,790,290,100,100,300,355,350,355,345,300,285,215,230,305,285,-79.7846421173024,43.276319505711
